Match_ID,Tournament_ID,Player_White,Player_Black,Winner,Arbiter,Match_Type,Round
M-252-SMQW,T-099-WICX,DE-93-JWFT,GR-41-RJSR,DE-93-JWFT,A-832-HHGJ,Knockout,2
M-549-CZVZ,T-099-WICX,HU-09-YOMF,FM-22-VDMW,FM-22-VDMW,A-689-FQUI,Knockout,2
M-490-HYEC,T-099-WICX,BS-44-UBMB,BO-74-ZQEU,BS-44-UBMB,A-848-JGUB,Knockout,2
M-560-LMDX,T-099-WICX,BD-78-ZMWY,NI-77-VFIK,BD-78-ZMWY,A-481-XDJY,Knockout,2
M-228-MQVO,T-099-WICX,AM-28-UULE,CA-00-PNOP,AM-28-UULE,A-307-XLTG,Knockout,2
M-298-TJEE,T-099-WICX,EE-96-XRNI,CA-68-CSIV,CA-68-CSIV,A-280-BQZY,Knockout,2
M-942-HZJE,T-099-WICX,MK-77-VZCH,CR-56-EVRA,MK-77-VZCH,A-426-GEMT,Knockout,2
M-222-PDRB,T-099-WICX,PG-05-XORC,PS-67-BXWM,PG-05-XORC,A-280-BQZY,Knockout,2
M-859-WSYW,T-099-WICX,DE-93-JWFT,FM-22-VDMW,DE-93-JWFT,A-105-JDYG,Knockout,3
M-118-IHRO,T-099-WICX,AM-28-UULE,CA-68-CSIV,AM-28-UULE,A-707-DMNM,Knockout,3
M-959-MCDT,T-099-WICX,MK-77-VZCH,BS-44-UBMB,MK-77-VZCH,A-415-VUCA,Knockout,3
M-545-NXSY,T-099-WICX,PG-05-XORC,BD-78-ZMWY,BD-78-ZMWY,A-133-ZXLE,Knockout,3
M-907-EZAM,T-099-WICX,MK-77-VZCH,DE-93-JWFT,DE-93-JWFT,A-415-VUCA,Knockout,4
M-908-ZFLP,T-099-WICX,BD-78-ZMWY,AM-28-UULE,AM-28-UULE,A-415-VUCA,Knockout,4
M-098-SMST,T-099-WICX,DE-93-JWFT,AM-28-UULE,DE-93-JWFT,A-771-ZNFJ,Final,5
M-046-ZTHV,T-653-FUFE,IL-99-SHGV,MR-53-KAJP,IL-99-SHGV,A-038-HPER,Knockout,1
M-521-ESUM,T-653-FUFE,TN-54-LABL,HT-23-CGEY,TN-54-LABL,A-733-AUEN,Knockout,1
M-600-VPZU,T-653-FUFE,LS-95-AAKR,BO-83-COES,BO-83-COES,A-355-UJHG,Knockout,1
M-026-EXWJ,T-653-FUFE,SC-05-ZGYQ,ML-47-ERUL,ML-47-ERUL,A-072-OOEB,Knockout,1
M-953-JIAE,T-653-FUFE,UA-69-MXFG,SL-56-SXBW,SL-56-SXBW,A-355-UJHG,Knockout,1
M-436-NXBU,T-653-FUFE,UA-86-WFYS,VC-22-CPXA,UA-86-WFYS,A-994-IXNI,Knockout,1
M-459-JDSQ,T-653-FUFE,TM-36-OUZD,TH-82-ELPW,TM-36-OUZD,A-275-YFLC,Knockout,1
M-207-ZEHE,T-653-FUFE,RO-83-GWJQ,HR-48-WDHS,RO-83-GWJQ,A-832-HHGJ,Knockout,1
M-422-WZTV,T-653-FUFE,LS-03-PXLG,PG-04-WIPE,LS-03-PXLG,A-846-UILI,Knockout,1
M-049-KIAG,T-653-FUFE,TG-01-LHXU,TG-24-SGBD,TG-24-SGBD,A-953-RXIU,Knockout,1
M-048-MHRN,T-653-FUFE,IR-10-VKVY,MX-98-VVZI,IR-10-VKVY,A-307-XLTG,Knockout,1
M-556-OPQE,T-653-FUFE,HU-29-AADI,JM-26-YNFJ,HU-29-AADI,A-643-PGGY,Knockout,1
M-561-BVXJ,T-653-FUFE,HR-41-FLFC,KW-39-MJWF,HR-41-FLFC,A-951-PQAX,Knockout,1
M-728-NSZO,T-653-FUFE,DZ-55-IKXR,SR-35-JROD,SR-35-JROD,A-546-VWCY,Knockout,1
M-054-LZCX,T-653-FUFE,ET-13-MHOE,SG-28-YGMP,ET-13-MHOE,A-415-VUCA,Knockout,1
M-632-SQNO,T-653-FUFE,SR-90-HBWX,VU-21-BEFP,SR-90-HBWX,A-075-JZKY,Knockout,1
M-771-RTPO,T-653-FUFE,TM-00-JJGN,PE-68-DADK,TM-00-JJGN,A-920-YIJT,Knockout,1
M-647-OHQZ,T-653-FUFE,CV-16-DHPG,ZW-62-TARA,ZW-62-TARA,A-475-CECH,Knockout,1
M-471-BSWH,T-653-FUFE,KW-22-XQDV,BW-19-XADQ,KW-22-XQDV,A-846-UILI,Knockout,1
M-039-RFXW,T-653-FUFE,NG-47-ACZZ,NG-13-XLFF,NG-13-XLFF,A-280-BQZY,Knockout,1
M-484-EWII,T-653-FUFE,KZ-50-JGWX,FR-02-ATGN,FR-02-ATGN,A-641-VEEM,Knockout,1
M-534-YYAK,T-653-FUFE,ET-94-DVWV,CZ-55-BQPG,ET-94-DVWV,A-543-NJWT,Knockout,1
M-787-HDTS,T-653-FUFE,MA-16-CPUF,BJ-06-ORJP,BJ-06-ORJP,A-978-BMXJ,Knockout,1
M-317-CMJJ,T-653-FUFE,UA-54-XZBT,NG-36-DHRA,NG-36-DHRA,A-458-UQCQ,Knockout,1
M-324-MNVM,T-653-FUFE,KM-93-XBYM,HR-18-EYFP,HR-18-EYFP,A-864-KMZU,Knockout,1
M-822-ERPC,T-653-FUFE,NG-21-ZCPD,ZA-53-ATJW,ZA-53-ATJW,A-370-KAHS,Knockout,1
M-196-TSBX,T-653-FUFE,VU-94-ZNFC,BW-14-YWIR,BW-14-YWIR,A-275-YFLC,Knockout,1
M-000-UJVG,T-653-FUFE,FR-66-WPMW,CG-70-QSYV,FR-66-WPMW,A-794-BPJV,Knockout,1
M-478-YHSN,T-653-FUFE,EG-54-TJAJ,SR-04-QLLU,EG-54-TJAJ,A-444-FJOY,Knockout,1
M-037-NLHF,T-653-FUFE,NG-56-QCAJ,AG-15-AXPD,AG-15-AXPD,A-739-NXKI,Knockout,1
M-282-FCDD,T-653-FUFE,LI-93-NCTB,NG-11-QBLK,NG-11-QBLK,A-753-MBOK,Knockout,1
M-038-PRMN,T-653-FUFE,GE-44-JART,BE-77-WMCU,BE-77-WMCU,A-072-OOEB,Knockout,1
M-921-SVOD,T-653-FUFE,UA-86-WFYS,SR-35-JROD,SR-35-JROD,A-953-RXIU,Knockout,2
M-720-BSNI,T-653-FUFE,TN-54-LABL,ET-94-DVWV,ET-94-DVWV,A-376-LHEG,Knockout,2
M-577-FZFL,T-653-FUFE,NG-11-QBLK,SL-56-SXBW,NG-11-QBLK,A-821-IGTM,Knockout,2
M-364-VBWK,T-653-FUFE,ZW-62-TARA,FR-02-ATGN,ZW-62-TARA,A-978-BMXJ,Knockout,2
M-147-UGIT,T-653-FUFE,TG-24-SGBD,NG-13-XLFF,TG-24-SGBD,A-174-FIOU,Knockout,2
M-840-ONEO,T-653-FUFE,BW-14-YWIR,NG-36-DHRA,BW-14-YWIR,A-212-YSGP,Knockout,2
M-941-FPAN,T-653-FUFE,TM-36-OUZD,IR-10-VKVY,TM-36-OUZD,A-181-EAUL,Knockout,2
M-926-HPEF,T-653-FUFE,BJ-06-ORJP,ZA-53-ATJW,BJ-06-ORJP,A-307-XLTG,Knockout,2
M-840-RYDX,T-653-FUFE,HR-18-EYFP,IL-99-SHGV,HR-18-EYFP,A-848-JGUB,Knockout,2
M-120-UELI,T-653-FUFE,FR-66-WPMW,HR-41-FLFC,HR-41-FLFC,A-546-VWCY,Knockout,2
M-406-LKXF,T-653-FUFE,HU-29-AADI,ML-47-ERUL,HU-29-AADI,A-355-UJHG,Knockout,2
M-911-QFLP,T-653-FUFE,KW-22-XQDV,BE-77-WMCU,BE-77-WMCU,A-181-EAUL,Knockout,2
M-622-DEMJ,T-653-FUFE,AG-15-AXPD,SR-90-HBWX,AG-15-AXPD,A-323-XPBU,Knockout,2
M-281-NXFG,T-653-FUFE,ET-13-MHOE,EG-54-TJAJ,EG-54-TJAJ,A-576-ZMEW,Knockout,2
M-121-NDUG,T-653-FUFE,RO-83-GWJQ,BO-83-COES,RO-83-GWJQ,A-846-UILI,Knockout,2
M-657-DHXA,T-653-FUFE,TM-00-JJGN,LS-03-PXLG,LS-03-PXLG,A-978-BMXJ,Knockout,2
M-756-ZDCA,T-653-FUFE,BE-77-WMCU,HU-29-AADI,HU-29-AADI,A-458-UQCQ,Knockout,3
M-003-CTPZ,T-653-FUFE,HR-41-FLFC,TG-24-SGBD,TG-24-SGBD,A-072-OOEB,Knockout,3
M-848-PBXZ,T-653-FUFE,AG-15-AXPD,EG-54-TJAJ,EG-54-TJAJ,A-647-RJIK,Knockout,3
M-628-INFM,T-653-FUFE,HR-18-EYFP,ET-94-DVWV,HR-18-EYFP,A-285-RKWL,Knockout,3
M-971-AVVZ,T-653-FUFE,BJ-06-ORJP,TM-36-OUZD,BJ-06-ORJP,A-110-ZOXW,Knockout,3
M-540-OSWJ,T-653-FUFE,ZW-62-TARA,LS-03-PXLG,ZW-62-TARA,A-133-ZXLE,Knockout,3
M-269-YGBF,T-653-FUFE,RO-83-GWJQ,SR-35-JROD,RO-83-GWJQ,A-864-KMZU,Knockout,3
M-451-YSCR,T-653-FUFE,BW-14-YWIR,NG-11-QBLK,BW-14-YWIR,A-212-YSGP,Knockout,3
M-750-MAVZ,T-653-FUFE,BJ-06-ORJP,EG-54-TJAJ,BJ-06-ORJP,A-251-WEVQ,Knockout,4
M-320-UTVM,T-653-FUFE,HU-29-AADI,BW-14-YWIR,HU-29-AADI,A-370-BBYP,Knockout,4
M-869-EZFU,T-653-FUFE,TG-24-SGBD,ZW-62-TARA,TG-24-SGBD,A-205-LUPN,Knockout,4
M-756-KQIA,T-653-FUFE,RO-83-GWJQ,HR-18-EYFP,HR-18-EYFP,A-107-OZAY,Knockout,4
M-200-MWGR,T-653-FUFE,TG-24-SGBD,HR-18-EYFP,TG-24-SGBD,A-497-RSND,Knockout,5
M-466-UOGH,T-653-FUFE,BJ-06-ORJP,HU-29-AADI,BJ-06-ORJP,A-771-ZNFJ,Knockout,5
M-189-BMUJ,T-653-FUFE,TG-24-SGBD,BJ-06-ORJP,BJ-06-ORJP,A-355-UJHG,Final,6
M-489-SIQQ,T-803-UNGX,MD-86-NQEC,IE-91-IAIT,MD-86-NQEC,A-988-NGYH,Knockout,1
M-203-QSOX,T-803-UNGX,BE-95-XMPN,LV-05-SDQD,BE-95-XMPN,A-288-AQQN,Knockout,1
M-827-QGYB,T-803-UNGX,JO-99-VLVK,VE-04-RNHH,VE-04-RNHH,A-920-YIJT,Knockout,1
M-021-PTVM,T-803-UNGX,TV-04-AZQC,LA-96-IKDR,LA-96-IKDR,A-653-HSVC,Knockout,1
M-540-UHYS,T-803-UNGX,IQ-86-FKRC,ZW-12-RGUU,ZW-12-RGUU,A-193-MODO,Knockout,1
M-883-DIOT,T-803-UNGX,SK-09-GCBI,MN-55-FJVX,SK-09-GCBI,A-848-JGUB,Knockout,1
M-574-CUHY,T-803-UNGX,MA-92-EERP,IR-98-OYIY,IR-98-OYIY,A-739-NXKI,Knockout,1
M-362-GVZA,T-803-UNGX,BR-17-WKTL,AZ-52-BQJG,AZ-52-BQJG,A-585-QDOU,Knockout,1
M-863-ZTWN,T-803-UNGX,AZ-52-BQJG,MD-86-NQEC,AZ-52-BQJG,A-864-KMZU,Knockout,2
M-728-NTIH,T-803-UNGX,ZW-12-RGUU,BE-95-XMPN,ZW-12-RGUU,A-647-RJIK,Knockout,2
M-647-MFWS,T-803-UNGX,VE-04-RNHH,IR-98-OYIY,VE-04-RNHH,A-400-WVNE,Knockout,2
M-746-SNEM,T-803-UNGX,SK-09-GCBI,LA-96-IKDR,SK-09-GCBI,A-585-QDOU,Knockout,2
M-934-GAQY,T-803-UNGX,SK-09-GCBI,ZW-12-RGUU,ZW-12-RGUU,A-205-LUPN,Knockout,3
M-719-GKJM,T-803-UNGX,VE-04-RNHH,AZ-52-BQJG,AZ-52-BQJG,A-376-LHEG,Knockout,3
M-029-OCEV,T-803-UNGX,AZ-52-BQJG,ZW-12-RGUU,ZW-12-RGUU,A-643-PGGY,Final,4
M-506-CVAA,T-159-TJSD,MT-69-ITDO,PG-50-HCDS,PG-50-HCDS,A-821-IGTM,Knockout,1
M-746-KTFU,T-159-TJSD,MH-87-PSPZ,IE-22-AYGD,IE-22-AYGD,A-181-EAUL,Knockout,1
M-681-CERY,T-159-TJSD,BN-95-HUZI,IL-93-ROJC,BN-95-HUZI,A-280-BQZY,Knockout,1
M-070-TNUN,T-159-TJSD,BZ-05-NMJK,IE-78-DBMB,IE-78-DBMB,A-280-BQZY,Knockout,1
M-229-XFJN,T-159-TJSD,BO-74-ZQEU,TM-36-BYBD,BO-74-ZQEU,A-227-LKKU,Knockout,1
M-943-KPCE,T-159-TJSD,RO-69-VXQU,MM-76-WSMR,RO-69-VXQU,A-355-UJHG,Knockout,1
M-911-KZIV,T-159-TJSD,TJ-45-XQUZ,LY-60-RNOT,LY-60-RNOT,A-930-CXBL,Knockout,1
M-147-MRFD,T-159-TJSD,UA-69-MXFG,SN-44-SBDU,SN-44-SBDU,A-848-JGUB,Knockout,1
M-889-OYJN,T-159-TJSD,SN-44-SBDU,RO-69-VXQU,RO-69-VXQU,A-455-RFSN,Knockout,2
M-991-EOUP,T-159-TJSD,BN-95-HUZI,LY-60-RNOT,BN-95-HUZI,A-794-BPJV,Knockout,2
M-144-IGZU,T-159-TJSD,IE-22-AYGD,IE-78-DBMB,IE-22-AYGD,A-475-CECH,Knockout,2
M-089-OJPO,T-159-TJSD,BO-74-ZQEU,PG-50-HCDS,PG-50-HCDS,A-546-TDIK,Knockout,2
M-984-UBOE,T-159-TJSD,RO-69-VXQU,BN-95-HUZI,RO-69-VXQU,A-546-VWCY,Knockout,3
M-698-CPOW,T-159-TJSD,IE-22-AYGD,PG-50-HCDS,PG-50-HCDS,A-585-QDOU,Knockout,3
M-128-FQCS,T-159-TJSD,RO-69-VXQU,PG-50-HCDS,RO-69-VXQU,A-479-ABQX,Final,4
M-623-EGGU,T-481-ZLHG,BA-57-HCFZ,GE-47-EWMY,BA-57-HCFZ,A-072-OOEB,Knockout,1
M-453-WOHO,T-481-ZLHG,MR-69-DZPX,NL-37-LDMJ,NL-37-LDMJ,A-978-BMXJ,Knockout,1
M-349-BVIC,T-481-ZLHG,LY-23-EHOO,TD-46-FDDQ,LY-23-EHOO,A-832-HHGJ,Knockout,1
M-151-LTJQ,T-481-ZLHG,SL-08-MBHF,MZ-05-KSNB,MZ-05-KSNB,A-497-VXCO,Knockout,1
M-784-UNKD,T-481-ZLHG,MZ-21-BDAZ,GY-20-VFXW,GY-20-VFXW,A-227-LKKU,Knockout,1
M-271-XWYD,T-481-ZLHG,LB-37-BHAT,BD-72-HBHB,BD-72-HBHB,A-848-JGUB,Knockout,1
M-118-KNCA,T-481-ZLHG,BS-61-NSGV,ZW-74-DXBY,ZW-74-DXBY,A-075-JZKY,Knockout,1
M-533-VFGA,T-481-ZLHG,MH-09-ZFGF,HR-26-QRZW,HR-26-QRZW,A-653-HSVC,Knockout,1
M-861-XXTJ,T-481-ZLHG,BR-21-GLYP,SD-75-PFIX,SD-75-PFIX,A-875-XYXX,Knockout,1
M-988-TANR,T-481-ZLHG,PS-19-TIXZ,MU-33-POEY,PS-19-TIXZ,A-113-OQGW,Knockout,1
M-277-ZEXK,T-481-ZLHG,CR-66-CATP,GY-62-VNAL,GY-62-VNAL,A-458-UQCQ,Knockout,1
M-557-YOOM,T-481-ZLHG,ML-58-LWZA,HR-90-QFCS,ML-58-LWZA,A-546-VWCY,Knockout,1
M-915-IVKT,T-481-ZLHG,IQ-44-DSTM,OM-22-CIOD,IQ-44-DSTM,A-481-XDJY,Knockout,1
M-892-BPST,T-481-ZLHG,AF-97-VZQG,SL-73-ITOC,SL-73-ITOC,A-455-RFSN,Knockout,1
M-506-RLRT,T-481-ZLHG,HR-05-OQZT,ZW-93-VSVB,ZW-93-VSVB,A-647-RJIK,Knockout,1
M-004-DZPY,T-481-ZLHG,BO-48-VCOQ,BZ-97-QBBP,BO-48-VCOQ,A-448-DFTZ,Knockout,1
M-041-LCWM,T-481-ZLHG,ZW-74-DXBY,IQ-44-DSTM,IQ-44-DSTM,A-733-AUEN,Knockout,2
M-855-EKFA,T-481-ZLHG,SD-75-PFIX,LY-23-EHOO,LY-23-EHOO,A-433-UIVZ,Knockout,2
M-385-LTER,T-481-ZLHG,BA-57-HCFZ,BO-48-VCOQ,BO-48-VCOQ,A-994-IXNI,Knockout,2
M-055-RUXI,T-481-ZLHG,ZW-93-VSVB,HR-26-QRZW,HR-26-QRZW,A-227-LKKU,Knockout,2
M-400-DOTS,T-481-ZLHG,GY-20-VFXW,SL-73-ITOC,GY-20-VFXW,A-543-NJWT,Knockout,2
M-978-OTIP,T-481-ZLHG,ML-58-LWZA,BD-72-HBHB,ML-58-LWZA,A-739-NXKI,Knockout,2
M-170-WIVD,T-481-ZLHG,PS-19-TIXZ,MZ-05-KSNB,MZ-05-KSNB,A-806-WBOK,Knockout,2
M-928-UCUU,T-481-ZLHG,NL-37-LDMJ,GY-62-VNAL,GY-62-VNAL,A-113-OQGW,Knockout,2
M-263-WUZF,T-481-ZLHG,GY-62-VNAL,GY-20-VFXW,GY-62-VNAL,A-806-WBOK,Knockout,3
M-752-JQJO,T-481-ZLHG,ML-58-LWZA,LY-23-EHOO,ML-58-LWZA,A-404-PHDO,Knockout,3
M-227-BSEZ,T-481-ZLHG,HR-26-QRZW,BO-48-VCOQ,HR-26-QRZW,A-458-UQCQ,Knockout,3
M-489-QZQK,T-481-ZLHG,IQ-44-DSTM,MZ-05-KSNB,IQ-44-DSTM,A-647-RJIK,Knockout,3
M-404-VMLA,T-481-ZLHG,GY-62-VNAL,HR-26-QRZW,GY-62-VNAL,A-181-EAUL,Knockout,4
M-380-MZWU,T-481-ZLHG,ML-58-LWZA,IQ-44-DSTM,ML-58-LWZA,A-753-MBOK,Knockout,4
M-099-AAPB,T-481-ZLHG,GY-62-VNAL,ML-58-LWZA,GY-62-VNAL,A-964-FAZS,Final,5
M-089-DSAO,T-234-YRAF,TN-54-LABL,TR-18-YTFY,TN-54-LABL,A-404-PHDO,Knockout,1
M-906-YVXY,T-234-YRAF,LV-43-YFHD,MZ-02-YOLS,LV-43-YFHD,A-806-WBOK,Knockout,1
M-998-BEFA,T-234-YRAF,IT-22-PEDI,BO-28-UZGW,IT-22-PEDI,A-404-PHDO,Knockout,1
M-096-TQHQ,T-234-YRAF,SZ-20-GYCG,OM-54-INFS,SZ-20-GYCG,A-647-RJIK,Knockout,1
M-229-PTHF,T-234-YRAF,KW-76-YCVT,ER-90-LGBN,KW-76-YCVT,A-920-YIJT,Knockout,1
M-259-VTOU,T-234-YRAF,KM-08-LWJO,SR-09-IMKS,SR-09-IMKS,A-647-RJIK,Knockout,1
M-396-FYXK,T-234-YRAF,TH-87-YIYM,CV-71-GBTB,CV-71-GBTB,A-370-KAHS,Knockout,1
M-152-OETS,T-234-YRAF,GQ-50-LDJI,JP-86-TNMC,GQ-50-LDJI,A-585-QDOU,Knockout,1
M-586-MLXK,T-234-YRAF,KR-99-XTAX,MC-66-WXWW,MC-66-WXWW,A-481-XDJY,Knockout,1
M-896-EFBW,T-234-YRAF,ST-86-QXXU,FR-02-ATGN,FR-02-ATGN,A-164-PTLV,Knockout,1
M-530-KANV,T-234-YRAF,BH-00-SPDN,SK-03-YMIH,BH-00-SPDN,A-415-VUCA,Knockout,1
M-654-CECM,T-234-YRAF,DE-77-BMRR,CO-26-CNPJ,CO-26-CNPJ,A-455-RFSN,Knockout,1
M-157-LBEH,T-234-YRAF,TO-54-KDWS,CZ-22-CYFD,CZ-22-CYFD,A-038-HPER,Knockout,1
M-266-CDUL,T-234-YRAF,MT-20-OITS,UZ-77-IBGD,UZ-77-IBGD,A-479-ABQX,Knockout,1
M-773-XJBK,T-234-YRAF,AO-61-YBRQ,IR-70-KTKD,AO-61-YBRQ,A-370-BBYP,Knockout,1
M-801-SQIR,T-234-YRAF,MK-67-OQOH,EE-70-KMAO,EE-70-KMAO,A-753-MBOK,Knockout,1
M-116-YHBK,T-234-YRAF,GQ-50-LDJI,SZ-20-GYCG,SZ-20-GYCG,A-400-WVNE,Knockout,2
M-479-INFG,T-234-YRAF,IT-22-PEDI,CO-26-CNPJ,CO-26-CNPJ,A-275-YFLC,Knockout,2
M-103-RVIC,T-234-YRAF,CZ-22-CYFD,SR-09-IMKS,CZ-22-CYFD,A-636-BSBV,Knockout,2
M-310-LPIG,T-234-YRAF,MC-66-WXWW,LV-43-YFHD,MC-66-WXWW,A-806-WBOK,Knockout,2
M-128-GGHO,T-234-YRAF,TN-54-LABL,UZ-77-IBGD,UZ-77-IBGD,A-400-WVNE,Knockout,2
M-571-KRHD,T-234-YRAF,KW-76-YCVT,CV-71-GBTB,KW-76-YCVT,A-920-YIJT,Knockout,2
M-012-JSCJ,T-234-YRAF,AO-61-YBRQ,EE-70-KMAO,EE-70-KMAO,A-846-UILI,Knockout,2
M-816-VXLX,T-234-YRAF,BH-00-SPDN,FR-02-ATGN,BH-00-SPDN,A-288-AQQN,Knockout,2
M-671-VXCN,T-234-YRAF,SZ-20-GYCG,BH-00-SPDN,SZ-20-GYCG,A-848-JGUB,Knockout,3
M-750-GHTS,T-234-YRAF,EE-70-KMAO,CZ-22-CYFD,CZ-22-CYFD,A-930-CXBL,Knockout,3
M-052-EWKM,T-234-YRAF,KW-76-YCVT,CO-26-CNPJ,KW-76-YCVT,A-455-RFSN,Knockout,3
M-404-GWOF,T-234-YRAF,UZ-77-IBGD,MC-66-WXWW,UZ-77-IBGD,A-285-OMXX,Knockout,3
M-992-GHFA,T-234-YRAF,KW-76-YCVT,UZ-77-IBGD,UZ-77-IBGD,A-543-NJWT,Knockout,4
M-651-FMQC,T-234-YRAF,CZ-22-CYFD,SZ-20-GYCG,CZ-22-CYFD,A-546-VWCY,Knockout,4
M-293-NIKL,T-234-YRAF,UZ-77-IBGD,CZ-22-CYFD,UZ-77-IBGD,A-794-BPJV,Final,5
M-971-JABL,T-858-LHMO,PL-97-VBGI,JM-20-TIJG,PL-97-VBGI,A-046-LPRZ,Knockout,1
M-735-FEGP,T-858-LHMO,TT-84-DENI,CG-66-NXHY,CG-66-NXHY,A-507-QWWG,Knockout,1
M-199-VMQA,T-858-LHMO,BW-09-SSIG,FJ-10-XHGD,FJ-10-XHGD,A-193-MODO,Knockout,1
M-902-XKBU,T-858-LHMO,LS-11-LMRN,RS-45-XYQC,RS-45-XYQC,A-647-RJIK,Knockout,1
M-102-BFIW,T-858-LHMO,VN-52-RHMS,VU-55-UOPU,VU-55-UOPU,A-376-LHEG,Knockout,1
M-834-AAGQ,T-858-LHMO,PW-04-ZMXI,NA-82-ANYB,NA-82-ANYB,A-448-DFTZ,Knockout,1
M-422-FXKG,T-858-LHMO,SN-23-HTCJ,GE-48-EBJN,GE-48-EBJN,A-507-QWWG,Knockout,1
M-548-ARGA,T-858-LHMO,AL-41-YMTX,KE-96-HYIH,KE-96-HYIH,A-978-BMXJ,Knockout,1
M-303-MMAU,T-858-LHMO,SO-45-MHHL,BE-95-XMPN,SO-45-MHHL,A-848-JGUB,Knockout,1
M-544-TJVW,T-858-LHMO,NO-95-ZOXQ,NO-45-THSK,NO-95-ZOXQ,A-370-BBYP,Knockout,1
M-759-CEYZ,T-858-LHMO,CI-80-TJEJ,AZ-48-YPXQ,CI-80-TJEJ,A-930-CXBL,Knockout,1
M-093-MGVL,T-858-LHMO,EE-70-KMAO,IQ-86-UKJL,IQ-86-UKJL,A-546-TDIK,Knockout,1
M-857-ZTCP,T-858-LHMO,BF-21-LCHW,PK-26-VMTR,PK-26-VMTR,A-953-RXIU,Knockout,1
M-586-BLPC,T-858-LHMO,NL-57-QGHK,WS-17-GGMW,NL-57-QGHK,A-448-DFTZ,Knockout,1
M-134-JOTA,T-858-LHMO,RW-33-ZEWC,AE-40-YCAI,RW-33-ZEWC,A-285-RKWL,Knockout,1
M-636-TDAP,T-858-LHMO,PY-49-DJGY,TR-10-RNFX,TR-10-RNFX,A-576-ZMEW,Knockout,1
M-059-ADIA,T-858-LHMO,VU-48-PERH,MU-19-DRUS,MU-19-DRUS,A-585-QDOU,Knockout,1
M-917-JJVQ,T-858-LHMO,PL-02-DRSZ,NL-92-KOVO,NL-92-KOVO,A-689-FQUI,Knockout,1
M-739-FSYB,T-858-LHMO,HT-65-STBJ,BA-71-MJCD,HT-65-STBJ,A-037-PABZ,Knockout,1
M-500-ILTQ,T-858-LHMO,GH-62-FFUD,ER-91-BELR,GH-62-FFUD,A-739-NXKI,Knockout,1
M-703-GGBU,T-858-LHMO,KN-45-CBGC,BG-23-MXKP,BG-23-MXKP,A-546-VWCY,Knockout,1
M-011-EFGW,T-858-LHMO,SZ-90-SHZL,FR-66-WPMW,FR-66-WPMW,A-280-BQZY,Knockout,1
M-351-CVEM,T-858-LHMO,KP-19-NMLI,UG-71-SBZH,KP-19-NMLI,A-846-UILI,Knockout,1
M-558-QIIW,T-858-LHMO,KG-17-KIKY,IE-96-YUVV,IE-96-YUVV,A-075-JZKY,Knockout,1
M-243-VNLZ,T-858-LHMO,NA-49-YKOQ,EG-71-LFNL,EG-71-LFNL,A-546-VWCY,Knockout,1
M-673-GRNQ,T-858-LHMO,DM-15-DWFC,SO-86-WGLJ,DM-15-DWFC,A-953-RXIU,Knockout,1
M-778-TNHM,T-858-LHMO,BI-39-PWNY,BE-59-YWVU,BE-59-YWVU,A-832-HHGJ,Knockout,1
M-866-MIDY,T-858-LHMO,BN-95-HUZI,TH-87-YIYM,TH-87-YIYM,A-821-IGTM,Knockout,1
M-063-FOIY,T-858-LHMO,SL-02-WZNK,ST-00-NIBX,ST-00-NIBX,A-038-HPER,Knockout,1
